web_scraper_order,web_scraper_start_url,pagination,data,price,phone,data2,data3,title,data4,data5,description,data6,data7,data8,title2,data9,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1786717384-22","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=13","2007 Peugeot 307","CFA 2 100 000","2 100 000","175 598 km","Publié il y a plus de 7 ans","Kilométrage175 598 km","12","Vendu","307 type1 / Diesel Manuel/ 2008/ 175598 km. Prix last: 2.100.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/20000/medium_with_watermark_IMG-20190407-WA0069.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717384-23","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=13","2006 Toyota RAV4","CFA 3 500 000","3 500 000","140 000 km","Publié il y a environ 7 ans","Kilométrage140 000 km","9","Vendu","💫💫💫Vente Flash👉🏾Rav 4 diesel ⛽ manuel en parfait état propre moteur nickel vendu à un prix cadeau: 3.500.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/29005/medium_with_watermark_IMG-20190727-WA0113.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717384-24","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=13","2007 Fiat Stilo","CFA 2 700 000","2 700 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","2","Vendu","A bazarder Taxi Fiat Stillo en excellent etat/ Diesel Manuel/ Annee: 2007. Prix: 2.700.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26004/medium_with_watermark_IMG-20190621-WA0048.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717384-25","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=13","2007 Audi S3","CFA 2 000 000","2 000 000","120 000 km","Publié il y a plus de 6 ans","Kilométrage120 000 km","6","Vendu","Wanter du jour Audi diesel manuel climatisé très propre Prix: 2 millions. Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/39901/medium_with_watermark_audi-s3-dakar-dakar-4137.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-26","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2010 Nissan Rogue","CFA 8 500 000","8 500 000","84 500 km","Publié il y a plus de 7 ans","Kilométrage84 500 km","7","Vendu","Nissan rogue année 2010 boîte automatique essence: Kilométrage 84500, le dernier prix est: 8.500.000f Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12302/medium_with_watermark_IMG-20181210-WA0013.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-27","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2005 Hyundai Santa Fe","CFA 3 500 000","3 500 000","300 000 km","Publié il y a environ 7 ans","Kilométrage300 000 km","12","Vendu","Hyundai santa fée manuel diesel année 2005 version 4x4 climatisé km 312805 avec plaque DK AK. Prix: 3.500.000f 🇸🇳 kou yekh niak 💰💰💰💰💰 Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/27099/medium_with_watermark_IMG-20190709-WA0167.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-28","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2015 Ford Focus","CFA 5 800 000","5 800 000","29 000 km","Publié il y a presque 7 ans","Kilométrage29 000 km","8","Vendu","Wanter Ford focus 2015 titanium full option/ Climatisée/ automatique essence / 29000km / camera de recul bluetooth wifi lecteur syn baffle sony. Prix Kheweul: 5.800.000f Contact Appel ou Whatsapp:764823888 ou 782718278","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/36332/medium_with_watermark_ford-focus-dakar-dakar-3739.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-29","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2010 Peugeot 807","CFA 4 800 000","4 800 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","6","Vendu","A bazarder Peugeot 807 Break 7places/Diesel Manuel/ Annee: 2010. Prix: 4.800.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/18761/medium_with_watermark_IMG-20190328-WA0025.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-30","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2007 Peugeot 407","CFA 2 000 000","2 000 000","110 000 km","Publié il y a plus de 6 ans","Kilométrage110 000 km","5","Vendu","Wanter Peugeot 407 en excellent etat/ essence manuel/ Annee: 2007/ plus de 100.000km Prix last: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40170/medium_with_watermark_peugeot-407-dakar-dakar-4171.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-31","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2000 Peugeot 205","CFA 1 500 000","1 500 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","9","Vendu","Big Wanter,A Bazarder vite fais Peugeot 205/ Diesel Manuel. Prix last: 1.500.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/23845/medium_with_watermark_IMG-20190529-WA0155.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-32","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2007 Toyota RAV4","CFA 4 000 000","4 000 000","145 000 km","Publié il y a plus de 6 ans","Kilométrage145 000 km","6","Vendu","Wanter Toyota rav4 diesel manuelle climatisé / Annee: 2007/ 144.000km en bon état. Prix Wanter: 4 millions Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/42629/medium_with_watermark_toyota-rav4-dakar-dakar-4389.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-33","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2008 Peugeot 307","CFA 2 000 000","2 000 000","120 000 km","Publié il y a plus de 6 ans","Kilométrage120 000 km","6","Vendu","Wanter!! Peugeot 207 diesel manuel climatisé très puissant décapotable. Prix last: 2 millions Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40088/medium_with_watermark_peugeot-307-dakar-dakar-4161.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-34","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2006 Renault Scenic","CFA 2 200 000","2 200 000","140 000 km","Publié il y a presque 7 ans","Kilométrage140 000 km","9","Vendu","Vente Renault Scenic Tres Propre année 2006 /gasoil /Manuel diesel 6 vitesses. Prix: 2.200.000f Contact Appel ou Whatsapp: 764823888 ou 782718278","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/34037/medium_with_watermark_IMG-20190913-WA0136.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-35","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2011 Nissan Teana","CFA 8 000 000","8 000 000","90 000 km","Publié il y a presque 8 ans","Kilométrage90 000 km","3","Vendu","Nissan Qashqai / essence manuel 2011 / Prix: 8millions Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/10841/medium_with_watermark_IMG-20180917-WA0117.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-36","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2010 Dacia Sandero","CFA 2 200 000","2 200 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","5","Vendu","A bazarder Dacia sandero année 2010 Essence manuel Moteur ordinaire Injection 1.4L faible consommation Prix Last: 2.200.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/22974/medium_with_watermark_IMG-20190517-WA0197.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-37","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2008 Lada Niva","CFA 1 500 000","1 500 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","5","Vendu","Wanter Lada 112 climatisé tout intact, Papiers complets/ Essence manuel/ Annee: 2008. Prix: 1.500.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21506/medium_with_watermark_IMG-20190427-WA0082.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-38","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2009 Dacia Logan","CFA 2 800 000","2 800 000","500 000 km","Publié il y a environ 7 ans","Kilométrage500 000 km","8","Vendu","A Bazarder Taxi Dacia logan Nouveau Model/Diesel Manuel/ 500.000km. Prix: 2.800.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/22966/medium_with_watermark_IMG-20190517-WA0010.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-39","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2003 Peugeot 406","CFA 2 400 000","2 400 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","5","Vendu","Wanter Des peugeot 406 climatisé venant avec Papiers complet / diesel manuel ou essence dispo a partir de 2.400.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/24095/medium_with_watermark_IMG-20190602-WA0077.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-40","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2015 Jeep Patriot","CFA 9 500 000","9 500 000","51 200 km","Publié il y a plus de 7 ans","Kilométrage51 200 km","6","Vendu","4x4Jeep Patriots venant: année 2015 automatique essence climatisé / 51200 km Prix: 9,5 millions Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/22267/medium_with_watermark_IMG-20190502-WA0137.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717400-41","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=11","2008 Renault Scenic","CFA 2 200 000","2 200 000","16 000 km","Publié il y a plus de 7 ans","Kilométrage16 000 km","8","Vendu","Vente Renault Scenic Diesel Manuel/ 2008. Prix: 2.200.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/15615/medium_with_watermark_IMG-20190223-WA0002.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
